tweet_id,source,text,date,exact_hour,exact_minute,exact_second,favourite_count,retweet_count,retweeted_status,name,rating(out_of_10_per_dog),dog_stage,dog_breed,confidence_level,jpg_url,url
667530908589760512,Twitter Web Client,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",2015-11-20,2,32,25,436.0,218.0,Original tweet,Naphaniel,10.0,None,golden_retriever,0.633037,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,https://t.co/xoRWyQTcmy
667534815156183040,Twitter Web Client,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",2015-11-20,2,47,56,762.0,485.0,Original tweet,Frank,8.0,None,Pembroke,0.435254,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,https://t.co/CpPxD28IpV
667538891197542400,Twitter Web Client,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",2015-11-20,3,4,8,191.0,60.0,Original tweet,None,9.0,None,Yorkshire_terrier,0.618957,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,https://t.co/IQTOMqDUIe
667544320556335104,Twitter Web Client,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",2015-11-20,3,25,43,803.0,489.0,Original tweet,Kial,10.0,None,Pomeranian,0.412893,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,https://t.co/8zcwIoiuqR
667546741521195010,Twitter Web Client,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,2015-11-20,3,35,20,316.0,115.0,Original tweet,George,9.0,None,toy_poodle,0.787424,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,https://t.co/afRtVsoIIb
667728196545200128,Twitter Web Client,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,2015-11-20,15,36,22,356.0,143.0,Original tweet,Olive,11.0,None,kuvasz,0.360159,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,https://t.co/LwrCwlWwPB
667773195014021121,Twitter Web Client,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,2015-11-20,18,35,10,216.0,48.0,Original tweet,None,8.0,None,West_Highland_white_terrier,0.360465,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,https://t.co/ZU0i0KJyqD
667793409583771648,Twitter for iPhone,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,2015-11-20,19,55,30,649.0,308.0,Original tweet,None,8.0,None,dalmatian,0.5350729999999999,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,https://t.co/s1z7mX4c9O
667801013445750784,Twitter for iPhone,OMIGOD 12/10 https://t.co/SVMF4Frf1w,2015-11-20,20,25,43,305.0,87.0,Original tweet,None,12.0,None,flat-coated_retriever,0.508392,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,https://t.co/SVMF4Frf1w
667806454573760512,Twitter for iPhone,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,2015-11-20,20,47,20,985.0,452.0,Original tweet,Filup,10.0,None,Chihuahua,0.187155,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,https://t.co/TBmDJXJB75
667393430834667520,Twitter for iPhone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,2015-11-19,17,26,8,178.0,51.0,Original tweet,Fwed,8.0,None,papillon,0.557009,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,https://t.co/A37eGLz5WS
667832474953625600,Twitter for iPhone,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",2015-11-20,22,30,44,273.0,56.0,Original tweet,None,12.0,None,miniature_pinscher,0.2142,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,https://t.co/z1xPTgVLc7
667200525029539841,Twitter for iPhone,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,2015-11-19,4,39,35,571.0,240.0,Original tweet,Joshwa,11.0,None,Siberian_husky,0.694904,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,https://t.co/60xYFRATPZ
666781792255496192,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,2015-11-18,0,55,42,357.0,175.0,Original tweet,None,10.0,None,Italian_greyhound,0.618316,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,https://t.co/uEvsGLOFHa
666804364988780544,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,2015-11-18,2,25,23,216.0,84.0,Original tweet,Jockson,8.0,None,English_setter,0.32879200000000003,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,https://t.co/RdKbAOEpDK
666817836334096384,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,2015-11-18,3,18,55,471.0,230.0,Original tweet,Jeph,9.0,None,miniature_schnauzer,0.496953,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,https://t.co/8whlkYw3mO
666826780179869698,Twitter for iPhone,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,2015-11-18,3,54,28,238.0,83.0,Original tweet,None,12.0,None,Maltese_dog,0.359383,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,https://t.co/V6ZzG45zzG
666835007768551424,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,2015-11-18,4,27,9,195.0,72.0,Original tweet,None,10.0,None,Airedale,0.448459,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,https://t.co/ZnEMHBsAs1
666996132027977728,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,2015-11-18,15,7,24,225.0,81.0,Original tweet,Carll,10.0,None,Rottweiler,0.0624899,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,https://t.co/SVpNbhaIMk
667044094246576128,Twitter for iPhone,12/10 gimme now https://t.co/QZAnwgnOMB,2015-11-18,18,17,59,174.0,44.0,Original tweet,None,12.0,None,golden_retriever,0.765266,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,https://t.co/QZAnwgnOMB
667062181243039745,Twitter for iPhone,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,2015-11-18,19,29,52,204.0,47.0,Original tweet,Keet,10.0,None,Chesapeake_Bay_retriever,0.825678,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,https://t.co/tz1lpuvXLA
667073648344346624,Twitter for iPhone,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,2015-11-18,20,15,26,375.0,109.0,Original tweet,Dave,10.0,None,Chihuahua,0.483682,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,https://t.co/DPSamreuRq
667090893657276420,Twitter for iPhone,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,2015-11-18,21,23,57,312.0,115.0,Original tweet,Clybe,7.0,None,Chihuahua,0.959514,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,https://t.co/Ks0jZtdIrr
667119796878725120,Twitter for iPhone,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,2015-11-18,23,18,48,309.0,121.0,Original tweet,Gabe,10.0,None,Pembroke,0.741563,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,https://t.co/3LZrJzg3BJ
667138269671505920,Twitter for iPhone,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,2015-11-19,0,32,12,4252.0,2001.0,Original tweet,None,10.0,None,West_Highland_white_terrier,0.747713,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,https://t.co/0DvHAMdA4V
667152164079423490,Twitter for iPhone,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,2015-11-19,1,27,25,44423.0,15486.0,Original tweet,Pipsy,12.0,None,toy_poodle,0.535411,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,https://t.co/h9R0EwKd9X
667160273090932737,Twitter for iPhone,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,2015-11-19,1,59,39,236.0,56.0,Original tweet,Bradlay,11.0,None,golden_retriever,0.471351,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,https://t.co/DKhgkMx4N1
667165590075940865,Twitter for iPhone,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,2015-11-19,2,20,46,2500.0,1033.0,Original tweet,Churlie,10.0,None,miniature_pinscher,0.140173,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,https://t.co/li2XYBVuAY
667171260800061440,Twitter for iPhone,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,2015-11-19,2,43,18,203.0,77.0,Original tweet,Kenneth,10.0,None,giant_schnauzer,0.8412649999999999,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,https://t.co/6RHNRsByOY
667174963120574464,Twitter for iPhone,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",2015-11-19,2,58,1,230.0,72.0,Original tweet,Clarence,9.0,None,toy_poodle,0.266437,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,https://t.co/fGDWgukcBs
667176164155375616,Twitter for iPhone,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,2015-11-19,3,2,47,568.0,418.0,Original tweet,None,4.0,None,soft-coated_wheaten_terrier,0.318981,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,https://t.co/PZxSarAfSN
667177989038297088,Twitter for iPhone,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,2015-11-19,3,10,2,178.0,50.0,Original tweet,None,8.0,None,vizsla,0.25924899999999995,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,https://t.co/jpaeu6LNmW
667182792070062081,Twitter for iPhone,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,2015-11-19,3,29,7,13303.0,5649.0,Original tweet,Timison,10.0,None,golden_retriever,0.949892,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,https://t.co/s2yYuHabWl
667192066997374976,Twitter for iPhone,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,2015-11-19,4,5,59,356.0,90.0,Original tweet,None,12.0,None,Rottweiler,0.28364,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,https://t.co/QCugm5ydl6
667211855547486208,Twitter for iPhone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,2015-11-19,5,24,37,450.0,221.0,Original tweet,Genevieve,9.0,None,golden_retriever,0.462556,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,https://t.co/azEoGqVonH
667861340749471744,Twitter for iPhone,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,2015-11-21,0,25,26,230.0,74.0,Original tweet,None,9.0,None,malamute,0.967275,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,https://t.co/J4GnJ5Swba
667878741721415682,Twitter for iPhone,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2015-11-21,1,34,35,372.0,108.0,Original tweet,Tedrick,2.0,None,miniature_pinscher,0.106003,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,https://t.co/LvP1TTYSCN
667885044254572545,Twitter for iPhone,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,2015-11-21,1,59,37,770.0,431.0,Original tweet,Stu,10.0,None,malamute,0.0885297,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,https://t.co/7rkYZQdKEd
667886921285246976,Twitter for iPhone,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,2015-11-21,2,7,5,1744.0,987.0,Original tweet,Erik,11.0,None,Pomeranian,0.8004319999999999,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,https://t.co/MT7Q4aDQS1
667902449697558528,Twitter for iPhone,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,2015-11-21,3,8,47,805.0,351.0,Original tweet,Cleopatricia,9.0,None,Norwegian_elkhound,0.298881,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,https://t.co/sJeHdGUt0W
667915453470232577,Twitter for iPhone,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,2015-11-21,4,0,28,197.0,51.0,Original tweet,Otis,10.0,None,boxer,0.196655,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,https://t.co/tIaaBIMlJN
667924896115245057,Twitter for iPhone,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,2015-11-21,4,37,59,277.0,99.0,Original tweet,Jiminy,9.0,None,Labrador_retriever,0.209051,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,https://t.co/fW6kIPFGD2
668113020489474048,Twitter for iPhone,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,2015-11-21,17,5,31,623.0,217.0,Original tweet,Alfie,6.0,None,Pembroke,0.548896,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,https://t.co/GCJzm3YsfX
668171859951755264,Twitter for iPhone,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,2015-11-21,20,59,20,454.0,173.0,Original tweet,None,7.0,None,Chihuahua,0.664834,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,https://t.co/XpseHBlAAb
666776908487630848,Twitter for iPhone,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,2015-11-18,0,36,17,322.0,156.0,Original tweet,Josep,5.0,None,miniature_pinscher,0.167175,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,https://t.co/XNGeDwrtYH
668204964695683073,Twitter for iPhone,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,2015-11-21,23,10,52,525.0,182.0,Original tweet,Ron,8.0,None,Labrador_retriever,0.65518,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,https://t.co/4ilfcR5SlK
666739327293083650,Twitter for iPhone,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,2015-11-17,22,6,57,220.0,60.0,Original tweet,Lugan,10.0,None,miniature_poodle,0.546933,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,https://t.co/tI3uFLDHBI
666691418707132416,Twitter for iPhone,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,2015-11-17,18,56,35,171.0,44.0,Original tweet,Christoper,8.0,None,German_shepherd,0.975401,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,https://t.co/bg4TqvvkuF
668190681446379520,Twitter for iPhone,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,2015-11-21,22,14,7,608.0,186.0,Original tweet,Skittles,12.0,None,Blenheim_spaniel,0.958402,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,https://t.co/2wm0POA9N2
666082916733198337,Twitter for iPhone,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,2015-11-16,2,38,37,100.0,41.0,Original tweet,None,6.0,None,pug,0.489814,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,https://t.co/3RU6x0vHB7
666094000022159362,Twitter for iPhone,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,2015-11-16,3,22,39,153.0,66.0,Original tweet,None,9.0,None,bloodhound,0.195217,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,https://t.co/mnioXo3IfP
666099513787052032,Twitter for iPhone,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,2015-11-16,3,44,34,140.0,57.0,Original tweet,None,8.0,None,Lhasa,0.58233,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,https://t.co/Ri4nMTLq5C
666102155909144576,Twitter for iPhone,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,2015-11-16,3,55,4,69.0,11.0,Original tweet,None,11.0,None,English_setter,0.298617,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,https://t.co/11LvqN4WLq
666273097616637952,Twitter for iPhone,Can take selfies 11/10 https://t.co/ws2AMaNwPW,2015-11-16,15,14,19,157.0,70.0,Original tweet,None,11.0,None,Italian_greyhound,0.176053,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,https://t.co/ws2AMaNwPW
666287406224695296,Twitter for iPhone,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,2015-11-16,16,11,11,131.0,57.0,Original tweet,None,9.0,None,Maltese_dog,0.8575309999999999,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,https://t.co/d9NcXFKwLv
666337882303524864,Twitter for iPhone,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,2015-11-16,19,31,45,179.0,81.0,Original tweet,None,9.0,None,Newfoundland,0.278407,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,https://t.co/QpRjllzWAL
666345417576210432,Twitter for iPhone,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,2015-11-16,20,1,42,267.0,128.0,Original tweet,None,10.0,None,golden_retriever,0.8587440000000001,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,https://t.co/VFKG1vxGjB
666353288456101888,Twitter for iPhone,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,2015-11-16,20,32,58,193.0,64.0,Original tweet,None,8.0,None,malamute,0.33687399999999995,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,https://t.co/tltQ5w9aUO
666373753744588802,Twitter for iPhone,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,2015-11-16,21,54,18,169.0,78.0,Original tweet,None,11.0,None,soft-coated_wheaten_terrier,0.326467,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,https://t.co/uHXrPkUEyl
666396247373291520,Twitter for iPhone,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,2015-11-16,23,23,41,155.0,73.0,Original tweet,None,9.0,None,Chihuahua,0.978108,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,https://t.co/Dc7b0E8qFE
666407126856765440,Twitter for iPhone,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,2015-11-17,0,6,54,98.0,31.0,Original tweet,None,7.0,None,black-and-tan_coonhound,0.529139,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,https://t.co/LopTBkKa8h
666418789513326592,Twitter for iPhone,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,2015-11-17,0,53,15,111.0,41.0,Original tweet,Walter,10.0,None,toy_terrier,0.14968,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,https://t.co/qXpcwENTvn
666421158376562688,Twitter for iPhone,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,2015-11-17,1,2,40,293.0,101.0,Original tweet,None,12.0,None,Blenheim_spaniel,0.906777,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,https://t.co/YMcrXC2Y6R
666428276349472768,Twitter for iPhone,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,2015-11-17,1,30,57,150.0,73.0,Original tweet,None,7.0,None,Pembroke,0.371361,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,https://t.co/NMQq6HIglK
666430724426358785,Twitter for iPhone,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,2015-11-17,1,40,41,290.0,173.0,Original tweet,None,6.0,None,Irish_terrier,0.104109,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,https://t.co/yECbFrSArM
666435652385423360,Twitter for iPhone,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",2015-11-17,2,0,15,150.0,45.0,Original tweet,None,10.0,None,Chesapeake_Bay_retriever,0.18413,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,https://t.co/GlFZPzqcEU
666437273139982337,Twitter for iPhone,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,2015-11-17,2,6,42,112.0,42.0,Original tweet,None,7.0,None,Chihuahua,0.6718529999999999,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,https://t.co/7LtjBS0GPK
666447344410484738,Twitter for iPhone,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,2015-11-17,2,46,43,94.0,18.0,Original tweet,Scout,9.0,None,curly-coated_retriever,0.32208400000000004,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,https://t.co/kH60oka1HW
